ticker,year,ret
LNKD,2011,-0.4034435262229932
LNKD,2012,2.3206049285324366
LNKD,2013,2.5661812281022303
LNKD,2014,0.122331621995307
LNKD,2015,-0.0399031589734794
LNKD,2016,-0.24757383727506221
MSFT,2011,-0.045212177526981145
MSFT,2012,0.05828870434759614
MSFT,2013,0.4418072806095057
MSFT,2014,0.27525306259829585
MSFT,2015,0.2275062571194184
MSFT,2016,0.15013876330914777
MSFT,2017,0.40694528179396205
MSFT,2018,0.20724918851500895
MSFT,2019,0.5753100110023119
MSFT,2020,0.4257027754801399
